drugbank_id	drugbank_name	umls_cui_from_meddra	side_effect_name
DB00190	Carbidopa	C0009443	Common cold
DB00190	Carbidopa	C0009676	Confusional state
DB00190	Carbidopa	C0009806	Constipation
DB00190	Carbidopa	C0036572	Convulsion
DB00190	Carbidopa	C0010200	Cough
DB00190	Carbidopa	C0026821	Cramp muscle
DB00190	Carbidopa	C0232462	Decreased appetite
DB00190	Carbidopa	C0011253	Delusion
DB00190	Carbidopa	C0497327	Dementia
DB00190	Carbidopa	C0011570	Depression
DB00190	Carbidopa	C0221745	Depression suicidal
DB00190	Carbidopa	C0011603	Dermatitis
DB00190	Carbidopa	C0085932	Dermatitis bullous
DB00190	Carbidopa	C0011991	Diarrhoea
DB00190	Carbidopa	C0012569	Diplopia
DB00190	Carbidopa	C0234215	Discomfort
DB00190	Carbidopa	C0233407	Disorientation
DB00190	Carbidopa	C0231303	Distress
DB00190	Carbidopa	C0855242	Disturbance in sexual arousal
DB00190	Carbidopa	C0012833	Dizziness
DB00190	Carbidopa	C0043352	Dry mouth
DB00190	Carbidopa	C0013295	Duodenal ulcer
DB00190	Carbidopa	C0013378	Dysgeusia
DB00190	Carbidopa	C0013384	Dyskinesia
DB00190	Carbidopa	C0013395	Dyspepsia
DB00190	Carbidopa	C0011168	Dysphagia
DB00190	Carbidopa	C1527344	Dysphonia
DB00190	Carbidopa	C0013404	Dyspnoea
DB00190	Carbidopa	C0700361	Emotional distress
DB00190	Carbidopa	C0235146	Euphoric mood
DB00190	Carbidopa	C0015371	Extrapyramidal disorder
DB00190	Carbidopa	C0015376	Extravasation
DB00190	Carbidopa	C0015672	Fatigue
DB00190	Carbidopa	C1443060	Feeling abnormal
DB00190	Carbidopa	C0016204	Flatulence
DB00190	Carbidopa	C0546817	Fluid overload
DB00190	Carbidopa	C0016382	Flushing
DB00190	Carbidopa	C0575081	Gait disturbance
DB00190	Carbidopa	C0017152	Gastritis
DB00190	Carbidopa	C0017178	Gastrointestinal disorder
DB00190	Carbidopa	C0017181	Gastrointestinal haemorrhage
DB00190	Carbidopa	C0687713	Gastrointestinal pain
DB00190	Carbidopa	C0017672	Glossodynia
DB00190	Carbidopa	C0518015	Haemoglobin
DB00190	Carbidopa	C0162119	Haemoglobin decreased
DB00190	Carbidopa	C0019054	Haemolysis
DB00190	Carbidopa	C0002878	Haemolytic anaemia
DB00190	Carbidopa	C0019080	Haemorrhage
DB00190	Carbidopa	C0018524	Hallucination
DB00190	Carbidopa	C0018681	Headache
DB00190	Carbidopa	C0018834	Heartburn
DB00190	Carbidopa	C0034152	Henoch-Schonlein purpura
DB00190	Carbidopa	C0019521	Hiccups
DB00190	Carbidopa	C0019825	Hoarseness
DB00190	Carbidopa	C0019937	Horner's syndrome
DB00190	Carbidopa	C0600142	Hot flush
DB00190	Carbidopa	C0020458	Hyperhidrosis
DB00190	Carbidopa	C0424295	Hyperkinesia
DB00190	Carbidopa	C0020517	Hypersensitivity
DB00190	Carbidopa	C0312420	Hypersexuality
DB00190	Carbidopa	C0020538	Hypertension
DB00190	Carbidopa	C0020580	Hypoaesthesia
DB00190	Carbidopa	C0086439	Hypokinesia
DB00190	Carbidopa	C0020625	Hyponatraemia
DB00190	Carbidopa	C0020649	Hypotension
DB00190	Carbidopa	C2047937	Ill-defined disorder
DB00190	Carbidopa	C0009450	Infection
DB00190	Carbidopa	C0917801	Insomnia
DB00190	Carbidopa	C0023222	Leg pain
DB00190	Carbidopa	C0023530	Leukopenia
DB00190	Carbidopa	C0021177	Libido increased
DB00190	Carbidopa	C0041657	Loss of consciousness
DB00190	Carbidopa	C0024115	Lung disorder
DB00190	Carbidopa	C0231218	Malaise
DB00190	Carbidopa	C0025202	Malignant melanoma
DB00190	Carbidopa	C0233794	Memory impairment
DB00190	Carbidopa	C0236075	Menopausal symptoms
DB00190	Carbidopa	C0004936	Mental disorder
DB00190	Carbidopa	C0427086	Movements involuntary
DB00190	Carbidopa	C0037763	Muscle spasms
DB00190	Carbidopa	C0231530	Muscle twitching
DB00190	Carbidopa	C0026858	Musculoskeletal pain
DB00190	Carbidopa	C0026961	Mydriasis
DB00190	Carbidopa	C0027051	Myocardial infarction
DB00190	Carbidopa	C0027441	Nasopharyngitis
DB00190	Carbidopa	C0027497	Nausea
DB00190	Carbidopa	C0027769	Nervousness
DB00190	Carbidopa	C0027849	Neuroleptic malignant syndrome
DB00190	Carbidopa	C0031117	Neuropathy peripheral
DB00190	Carbidopa	C0028084	Nightmare
DB00190	Carbidopa	C0028643	Numbness
DB00190	Carbidopa	C0085637	Oculogyric crisis
DB00190	Carbidopa	C0013604	Oedema
DB00190	Carbidopa	C0020651	Orthostatic hypotension
DB00190	Carbidopa	C0030193	Pain
DB00190	Carbidopa	C0030196	Pain in extremity
DB00190	Carbidopa	C0030252	Palpitations
DB00190	Carbidopa	C0030554	Paraesthesia
DB00190	Carbidopa	C0030662	Pathological gambling
DB00190	Carbidopa	C0030807	Pemphigus
DB00190	Carbidopa	C0031542	Phlebitis
DB00190	Carbidopa	C0042023	Pollakiuria
DB00190	Carbidopa	C0033117	Priapism
DB00190	Carbidopa	C0033774	Pruritus
DB00190	Carbidopa	C0033975	Psychotic disorder
DB00190	Carbidopa	C0338614	Psychotic episode
DB00190	Carbidopa	C0034150	Purpura
DB00190	Carbidopa	C0015230	Rash
DB00190	Carbidopa	C0035455	Rhinitis
DB00190	Carbidopa	C0037036	Salivary hypersecretion
DB00190	Carbidopa	C0278134	Sensory loss
DB00190	Carbidopa	C0700225	Serum creatinine increased
DB00190	Carbidopa	C0036974	Shock
DB00190	Carbidopa	C0037011	Shoulder pain
DB00190	Carbidopa	C0851578	Sleep disorder
DB00190	Carbidopa	C2830004	Somnolence
DB00190	Carbidopa	C0700590	Sweating increased
DB00190	Carbidopa	C0039070	Syncope
DB00190	Carbidopa	C0233494	Tension
DB00190	Carbidopa	C0040034	Thrombocytopenia
DB00190	Carbidopa	C0040822	Tremor
DB00190	Carbidopa	C0041105	Trismus
DB00190	Carbidopa	C0041912	Upper respiratory tract infection
DB00190	Carbidopa	C0041969	Urethral disorder
DB00190	Carbidopa	C0042024	Urinary incontinence
DB00190	Carbidopa	C0080274	Urinary retention
DB00190	Carbidopa	C0042075	Urinary tract disorder
DB00190	Carbidopa	C0042029	Urinary tract infection
DB00190	Carbidopa	C0522153	Urine color abnormal
DB00190	Carbidopa	C0042109	Urticaria
DB00190	Carbidopa	C1368065	Vascular purpura
DB00190	Carbidopa	C0042487	Venous thrombosis
DB00190	Carbidopa	C0344232	Vision blurred
DB00190	Carbidopa	C0042963	Vomiting
DB00190	Carbidopa	C0043096	Weight decreased
DB00190	Carbidopa	C0043094	Weight increased
DB00190	Carbidopa	C0750394	White blood cell count decreased
DB00389	Carbimazole	C2364111	Ageusia
DB00389	Carbimazole	C0001824	Agranulocytosis
DB00389	Carbimazole	C0002170	Alopecia
DB00389	Carbimazole	C0002994	Angioedema
DB00389	Carbimazole	C0042373	Angiopathy
DB00389	Carbimazole	C0002874	Aplastic anaemia
DB00389	Carbimazole	C0003862	Arthralgia
DB00389	Carbimazole	C0015967	Body temperature increased
DB00389	Carbimazole	C0151773	Bone marrow depression
DB00389	Carbimazole	C0009938	Contusion
DB00389	Carbimazole	C0262988	Cutaneous vasculitis
DB00389	Carbimazole	C0011603	Dermatitis
DB00389	Carbimazole	C0234215	Discomfort
DB00389	Carbimazole	C0231303	Distress
DB00389	Carbimazole	C0700361	Emotional distress
DB00389	Carbimazole	C0014457	Eosinophilia
DB00389	Carbimazole	C1443060	Feeling abnormal
DB00389	Carbimazole	C0239571	Foetor hepaticus
DB00389	Carbimazole	C0518015	Haemoglobin
DB00389	Carbimazole	C0002878	Haemolytic anaemia
DB00389	Carbimazole	C0019080	Haemorrhage
DB00389	Carbimazole	C0018681	Headache
DB00389	Carbimazole	C0019158	Hepatitis
DB00389	Carbimazole	C0149904	Hepatitis cholestatic
DB00389	Carbimazole	C0151763	Hepatocellular injury
DB00389	Carbimazole	C0020517	Hypersensitivity
DB00389	Carbimazole	C0151934	Hypogeusia
DB00389	Carbimazole	C2047937	Ill-defined disorder
DB00389	Carbimazole	C0009450	Infection
DB00389	Carbimazole	C0022346	Jaundice
DB00389	Carbimazole	C0022354	Jaundice cholestatic
DB00389	Carbimazole	C0023530	Leukopenia
DB00389	Carbimazole	C0023895	Liver disorder
DB00389	Carbimazole	C0151766	Liver function test abnormal
DB00389	Carbimazole	C0231218	Malaise
DB00389	Carbimazole	C0149745	Mouth ulceration
DB00389	Carbimazole	C0948594	Musculoskeletal discomfort
DB00389	Carbimazole	C0231528	Myalgia
DB00389	Carbimazole	C0026848	Myopathy
DB00389	Carbimazole	C0027497	Nausea
DB00389	Carbimazole	C0027765	Nervous system disorder
DB00389	Carbimazole	C0027947	Neutropenia
DB00389	Carbimazole	C2363730	Oropharyngeal discomfort
DB00389	Carbimazole	C2363731	Oropharyngeal pain
DB00389	Carbimazole	C0030312	Pancytopenia
DB00389	Carbimazole	C0033774	Pruritus
DB00389	Carbimazole	C0015230	Rash
DB00389	Carbimazole	C0037274	Skin disorder
DB00389	Carbimazole	C0038362	Stomatitis
DB00389	Carbimazole	C0242429	Throat sore
DB00389	Carbimazole	C0040034	Thrombocytopenia
DB00389	Carbimazole	C0178298	Unspecified disorder of skin and subcutaneous tissue
DB00389	Carbimazole	C0042109	Urticaria
DB00748	Carbinoxamine	C0085631	Agitation
DB00748	Carbinoxamine	C0001824	Agranulocytosis
DB00748	Carbinoxamine	C0003123	Anorexia
DB00748	Carbinoxamine	C0004093	Asthenia
DB00748	Carbinoxamine	C0235710	Chest discomfort
DB00748	Carbinoxamine	C0232292	Chest tightness
DB00748	Carbinoxamine	C0085593	Chills
DB00748	Carbinoxamine	C0009676	Confusional state
DB00748	Carbinoxamine	C0009806	Constipation
DB00748	Carbinoxamine	C0009946	Conversion disorder
DB00748	Carbinoxamine	C0036572	Convulsion
DB00748	Carbinoxamine	C0232462	Decreased appetite
DB00748	Carbinoxamine	C0011991	Diarrhoea
DB00748	Carbinoxamine	C0012569	Diplopia
DB00748	Carbinoxamine	C0012833	Dizziness
DB00748	Carbinoxamine	C0013144	Drowsiness
DB00748	Carbinoxamine	C0011609	Drug eruption
DB00748	Carbinoxamine	C0013395	Dyspepsia
DB00748	Carbinoxamine	C0221490	Epigastric distress
DB00748	Carbinoxamine	C0235146	Euphoric mood
DB00748	Carbinoxamine	C0340464	Extrasystoles
DB00748	Carbinoxamine	C0015672	Fatigue
DB00748	Carbinoxamine	C1443060	Feeling abnormal
DB00748	Carbinoxamine	C0002878	Haemolytic anaemia
DB00748	Carbinoxamine	C0018681	Headache
DB00748	Carbinoxamine	C0020458	Hyperhidrosis
DB00748	Carbinoxamine	C0020649	Hypotension
DB00748	Carbinoxamine	C0020701	Hysteria
DB00748	Carbinoxamine	C0917801	Insomnia
DB00748	Carbinoxamine	C0022107	Irritability
DB00748	Carbinoxamine	C0022893	Labyrinthitis
DB00748	Carbinoxamine	C0027424	Nasal congestion
DB00748	Carbinoxamine	C0027497	Nausea
DB00748	Carbinoxamine	C0027769	Nervousness
DB00748	Carbinoxamine	C0027813	Neuritis
DB00748	Carbinoxamine	C0031117	Neuropathy peripheral
DB00748	Carbinoxamine	C0030252	Palpitations
DB00748	Carbinoxamine	C0030554	Paraesthesia
DB00748	Carbinoxamine	C0349506	Photosensitivity
DB00748	Carbinoxamine	C0162830	Photosensitivity reaction
DB00748	Carbinoxamine	C0042023	Pollakiuria
DB00748	Carbinoxamine	C2830004	Somnolence
DB00748	Carbinoxamine	C0700590	Sweating increased
DB00748	Carbinoxamine	C0039231	Tachycardia
DB00748	Carbinoxamine	C0233494	Tension
DB00748	Carbinoxamine	C0040034	Thrombocytopenia
DB00748	Carbinoxamine	C0040264	Tinnitus
DB00748	Carbinoxamine	C0040822	Tremor
DB00748	Carbinoxamine	C0080274	Urinary retention
DB00748	Carbinoxamine	C0042109	Urticaria
DB00748	Carbinoxamine	C0042571	Vertigo
DB00748	Carbinoxamine	C0344232	Vision blurred
DB00748	Carbinoxamine	C0042963	Vomiting
DB00748	Carbinoxamine	C0043144	Wheezing
DB00958	Carboplatin	C0015967	Body temperature increased
DB00958	Carboplatin	C0015376	Extravasation
DB00958	Carboplatin	C0546817	Fluid overload
DB00958	Carboplatin	C0009450	Infection
DB00958	Carboplatin	C0030193	Pain
DB00958	Carboplatin	C0031542	Phlebitis
DB00958	Carboplatin	C0042487	Venous thrombosis
DB00429	Carboprost Tromethamine	C0232492	Abdominal pain upper
DB00429	Carboprost Tromethamine	C0002792	Anaphylactic shock
DB00429	Carboprost Tromethamine	C0340865	Anaphylactoid reaction
DB00429	Carboprost Tromethamine	C0002994	Angioedema
DB00429	Carboprost Tromethamine	C0003467	Anxiety
DB00429	Carboprost Tromethamine	C0004093	Asthenia
DB00429	Carboprost Tromethamine	C0004096	Asthma
DB00429	Carboprost Tromethamine	C0004604	Back pain
DB00429	Carboprost Tromethamine	C0015967	Body temperature increased
DB00429	Carboprost Tromethamine	C0262397	Breast tenderness
DB00429	Carboprost Tromethamine	C1963921	Chemical phlebitis
DB00429	Carboprost Tromethamine	C0235710	Chest discomfort
DB00429	Carboprost Tromethamine	C0008031	Chest pain
DB00429	Carboprost Tromethamine	C0232292	Chest tightness
DB00429	Carboprost Tromethamine	C0085593	Chills
DB00429	Carboprost Tromethamine	C0008301	Choking
DB00429	Carboprost Tromethamine	C0010200	Cough
DB00429	Carboprost Tromethamine	C0023218	Cramps of lower extremities
DB00429	Carboprost Tromethamine	C0011603	Dermatitis
DB00429	Carboprost Tromethamine	C0011991	Diarrhoea
DB00429	Carboprost Tromethamine	C0012833	Dizziness
DB00429	Carboprost Tromethamine	C0013144	Drowsiness
DB00429	Carboprost Tromethamine	C0235234	Dry throat
DB00429	Carboprost Tromethamine	C0013390	Dysmenorrhoea
DB00429	Carboprost Tromethamine	C0013404	Dyspnoea
DB00429	Carboprost Tromethamine	C0014179	Endometritis
DB00429	Carboprost Tromethamine	C0232493	Epigastric pain
DB00429	Carboprost Tromethamine	C0014591	Epistaxis
DB00429	Carboprost Tromethamine	C1994994	Excessive thirst
DB00429	Carboprost Tromethamine	C0015376	Extravasation
DB00429	Carboprost Tromethamine	C0151827	Eye pain
DB00429	Carboprost Tromethamine	C0546817	Fluid overload
DB00429	Carboprost Tromethamine	C0016382	Flushing
DB00429	Carboprost Tromethamine	C0016927	Gagging
DB00429	Carboprost Tromethamine	C0018926	Haematemesis
DB00429	Carboprost Tromethamine	C0018681	Headache
DB00429	Carboprost Tromethamine	C0151798	Hepatic necrosis
DB00429	Carboprost Tromethamine	C0019521	Hiccups
DB00429	Carboprost Tromethamine	C0600142	Hot flush
DB00429	Carboprost Tromethamine	C0020458	Hyperhidrosis
DB00429	Carboprost Tromethamine	C0020517	Hypersensitivity
DB00429	Carboprost Tromethamine	C0020538	Hypertension
DB00429	Carboprost Tromethamine	C0020578	Hyperventilation
DB00429	Carboprost Tromethamine	C3203358	Hypoventilation
DB00429	Carboprost Tromethamine	C0242184	Hypoxia
DB00429	Carboprost Tromethamine	C0009450	Infection
DB00429	Carboprost Tromethamine	C0151828	Injection site pain
DB00429	Carboprost Tromethamine	C0023380	Lethargy
DB00429	Carboprost Tromethamine	C0220870	Lightheadedness
DB00429	Carboprost Tromethamine	C0041657	Loss of consciousness
DB00429	Carboprost Tromethamine	C0236075	Menopausal symptoms
DB00429	Carboprost Tromethamine	C0037763	Muscle spasms
DB00429	Carboprost Tromethamine	C0231530	Muscle twitching
DB00429	Carboprost Tromethamine	C0948594	Musculoskeletal discomfort
DB00429	Carboprost Tromethamine	C0231528	Myalgia
DB00429	Carboprost Tromethamine	C0027497	Nausea
DB00429	Carboprost Tromethamine	C0027769	Nervousness
DB00429	Carboprost Tromethamine	C0030193	Pain
DB00429	Carboprost Tromethamine	C0030252	Palpitations
DB00429	Carboprost Tromethamine	C0030554	Paraesthesia
DB00429	Carboprost Tromethamine	C0031542	Phlebitis
DB00429	Carboprost Tromethamine	C0700200	Presyncope
DB00429	Carboprost Tromethamine	C0855775	Pulmonary function test decreased
DB00429	Carboprost Tromethamine	C0034063	Pulmonary oedema
DB00429	Carboprost Tromethamine	C0015230	Rash
DB00429	Carboprost Tromethamine	C0235063	Respiratory depression
DB00429	Carboprost Tromethamine	C0476273	Respiratory distress
DB00429	Carboprost Tromethamine	C1145670	Respiratory failure
DB00429	Carboprost Tromethamine	C0232602	Retching
DB00429	Carboprost Tromethamine	C0036983	Septic shock
DB00429	Carboprost Tromethamine	C0036973	Shivering
DB00429	Carboprost Tromethamine	C0036974	Shock
DB00429	Carboprost Tromethamine	C0851578	Sleep disorder
DB00429	Carboprost Tromethamine	C2830004	Somnolence
DB00429	Carboprost Tromethamine	C0700590	Sweating increased
DB00429	Carboprost Tromethamine	C0039070	Syncope
DB00429	Carboprost Tromethamine	C0042420	Syncope vasovagal
DB00429	Carboprost Tromethamine	C0039231	Tachycardia
DB00429	Carboprost Tromethamine	C0233494	Tension
DB00429	Carboprost Tromethamine	C0039971	Thirst
DB00429	Carboprost Tromethamine	C0040127	Thyrotoxic crisis
DB00429	Carboprost Tromethamine	C0040264	Tinnitus
DB00429	Carboprost Tromethamine	C0040485	Torticollis
DB00429	Carboprost Tromethamine	C0041912	Upper respiratory tract infection
DB00429	Carboprost Tromethamine	C0042029	Urinary tract infection
DB00429	Carboprost Tromethamine	C0042134	Uterine haemorrhage
DB00429	Carboprost Tromethamine	C0042143	Uterine rupture
DB00429	Carboprost Tromethamine	C0085616	Vasospasm
DB00429	Carboprost Tromethamine	C0085618	Venospasm
DB00429	Carboprost Tromethamine	C0042487	Venous thrombosis
DB00429	Carboprost Tromethamine	C0042571	Vertigo
DB00429	Carboprost Tromethamine	C0344232	Vision blurred
DB00429	Carboprost Tromethamine	C0042963	Vomiting
DB00429	Carboprost Tromethamine	C0043144	Wheezing
DB08889	Carfilzomib	C0948089	Acute coronary syndrome
DB08889	Carfilzomib	C0002871	Anaemia
DB08889	Carfilzomib	C0003123	Anorexia
DB08889	Carfilzomib	C0003862	Arthralgia
DB08889	Carfilzomib	C0151904	Aspartate aminotransferase increased
DB08889	Carfilzomib	C0004093	Asthenia
DB08889	Carfilzomib	C0004604	Back pain
DB08889	Carfilzomib	C0004623	Bacterial infection
DB08889	Carfilzomib	C0235431	Blood creatinine increased
DB08889	Carfilzomib	C0015967	Body temperature increased
DB08889	Carfilzomib	C0018790	Cardiac arrest
DB08889	Carfilzomib	C0018799	Cardiac disorder
DB08889	Carfilzomib	C0018802	Cardiac failure congestive
DB08889	Carfilzomib	C0008035	Chest wall pain
DB08889	Carfilzomib	C0085593	Chills
DB08889	Carfilzomib	C0009806	Constipation
DB08889	Carfilzomib	C0010200	Cough
DB08889	Carfilzomib	C1306577	Death
DB08889	Carfilzomib	C0232462	Decreased appetite
DB08889	Carfilzomib	C0011991	Diarrhoea
DB08889	Carfilzomib	C0242656	Disease progression
DB08889	Carfilzomib	C0012833	Dizziness
DB08889	Carfilzomib	C0013404	Dyspnoea
DB08889	Carfilzomib	C0015672	Fatigue
DB08889	Carfilzomib	C0476463	Found dead
DB08889	Carfilzomib	C0151699	Haemorrhage intracranial
DB08889	Carfilzomib	C0018681	Headache
DB08889	Carfilzomib	C0085605	Hepatic failure
DB08889	Carfilzomib	C0019372	Herpes virus infection
DB08889	Carfilzomib	C0020437	Hypercalcaemia
DB08889	Carfilzomib	C0020456	Hyperglycaemia
DB08889	Carfilzomib	C0020538	Hypertension
DB08889	Carfilzomib	C0020580	Hypoaesthesia
DB08889	Carfilzomib	C0020621	Hypokalaemia
DB08889	Carfilzomib	C0151723	Hypomagnesaemia
DB08889	Carfilzomib	C0020625	Hyponatraemia
DB08889	Carfilzomib	C0085682	Hypophosphataemia
DB08889	Carfilzomib	C0009450	Infection
DB08889	Carfilzomib	C0917801	Insomnia
DB08889	Carfilzomib	C0023530	Leukopenia
DB08889	Carfilzomib	C0024312	Lymphopenia
DB08889	Carfilzomib	C0026766	Multi-organ failure
DB08889	Carfilzomib	C0037763	Muscle spasms
DB08889	Carfilzomib	C0476280	Musculoskeletal chest pain
DB08889	Carfilzomib	C0948594	Musculoskeletal discomfort
DB08889	Carfilzomib	C0151744	Myocardial ischaemia
DB08889	Carfilzomib	C0027497	Nausea
DB08889	Carfilzomib	C0027813	Neuritis
DB08889	Carfilzomib	C0031117	Neuropathy peripheral
DB08889	Carfilzomib	C0027947	Neutropenia
DB08889	Carfilzomib	C0085649	Oedema peripheral
DB08889	Carfilzomib	C0349410	Organ failure
DB08889	Carfilzomib	C0030193	Pain
DB08889	Carfilzomib	C0030196	Pain in extremity
DB08889	Carfilzomib	C0235025	Peripheral motor neuropathy
DB08889	Carfilzomib	C0151313	Peripheral sensory neuropathy
DB08889	Carfilzomib	C0032285	Pneumonia
DB08889	Carfilzomib	C0020542	Pulmonary hypertension
DB08889	Carfilzomib	C0035078	Renal failure
DB08889	Carfilzomib	C0022660	Renal failure acute
DB08889	Carfilzomib	C0243026	Sepsis
DB08889	Carfilzomib	C0040034	Thrombocytopenia
DB08889	Carfilzomib	C0041364	Tumour lysis syndrome
DB08889	Carfilzomib	C0041912	Upper respiratory tract infection
DB08889	Carfilzomib	C0042963	Vomiting
DB06775	Carglumic Acid	C0000737	Abdominal pain
DB06775	Carglumic Acid	C0002871	Anaemia
DB06775	Carglumic Acid	C0003123	Anorexia
DB06775	Carglumic Acid	C0004093	Asthenia
DB06775	Carglumic Acid	C0015967	Body temperature increased
DB06775	Carglumic Acid	C0428977	Bradycardia
DB06775	Carglumic Acid	C0018799	Cardiac disorder
DB06775	Carglumic Acid	C0232462	Decreased appetite
DB06775	Carglumic Acid	C0011603	Dermatitis
DB06775	Carglumic Acid	C0011991	Diarrhoea
DB06775	Carglumic Acid	C0013378	Dysgeusia
DB06775	Carglumic Acid	C0699744	Ear infection
DB06775	Carglumic Acid	C0017178	Gastrointestinal disorder
DB06775	Carglumic Acid	C0687713	Gastrointestinal pain
DB06775	Carglumic Acid	C0162119	Haemoglobin decreased
DB06775	Carglumic Acid	C0018681	Headache
DB06775	Carglumic Acid	C0020458	Hyperhidrosis
DB06775	Carglumic Acid	C0009450	Infection
DB06775	Carglumic Acid	C1384353	Infestation
DB06775	Carglumic Acid	C0851341	Infestation NOS
DB06775	Carglumic Acid	C0021400	Influenza
DB06775	Carglumic Acid	C0162429	Malnutrition
DB06775	Carglumic Acid	C0268543	N-acetylglutamate synthase deficiency
DB06775	Carglumic Acid	C0027441	Nasopharyngitis
DB06775	Carglumic Acid	C0027765	Nervous system disorder
DB06775	Carglumic Acid	C0032285	Pneumonia
DB06775	Carglumic Acid	C0015230	Rash
DB06775	Carglumic Acid	C0037274	Skin disorder
DB06775	Carglumic Acid	C2830004	Somnolence
DB06775	Carglumic Acid	C0700590	Sweating increased
DB06775	Carglumic Acid	C0040425	Tonsillitis
DB06775	Carglumic Acid	C0438717	Transaminases increased
DB06775	Carglumic Acid	C0178298	Unspecified disorder of skin and subcutaneous tissue
DB06775	Carglumic Acid	C0042963	Vomiting
DB06775	Carglumic Acid	C0043096	Weight decreased
DB00395	Carisoprodol	C0085631	Agitation
DB00395	Carisoprodol	C0004134	Ataxia
DB00395	Carisoprodol	C0004604	Back pain
DB00395	Carisoprodol	C0018939	Blood disorder
DB00395	Carisoprodol	C0036572	Convulsion
DB00395	Carisoprodol	C0012833	Dizziness
DB00395	Carisoprodol	C0013144	Drowsiness
DB00395	Carisoprodol	C0013395	Dyspepsia
DB00395	Carisoprodol	C1291078	Epigastric discomfort
DB00395	Carisoprodol	C0221490	Epigastric distress
DB00395	Carisoprodol	C0016382	Flushing
DB00395	Carisoprodol	C0018681	Headache
DB00395	Carisoprodol	C0019521	Hiccups
DB00395	Carisoprodol	C0917801	Insomnia
DB00395	Carisoprodol	C0022107	Irritability
DB00395	Carisoprodol	C0023530	Leukopenia
DB00395	Carisoprodol	C0041657	Loss of consciousness
DB00395	Carisoprodol	C0024031	Low back pain
DB00395	Carisoprodol	C0027497	Nausea
DB00395	Carisoprodol	C0020651	Orthostatic hypotension
DB00395	Carisoprodol	C0030312	Pancytopenia
DB00395	Carisoprodol	C0036974	Shock
DB00395	Carisoprodol	C2830004	Somnolence
DB00395	Carisoprodol	C0039070	Syncope
DB00395	Carisoprodol	C0039231	Tachycardia
DB00395	Carisoprodol	C0040822	Tremor
DB00395	Carisoprodol	C0042571	Vertigo
DB00395	Carisoprodol	C0042769	Viral infection
DB00395	Carisoprodol	C0042963	Vomiting
DB00262	Carmustine	C0000737	Abdominal pain
DB00262	Carmustine	C3665386	Abnormal vision
DB00262	Carmustine	C0000833	Abscess
DB00262	Carmustine	C0151736	Accidental injury
DB00262	Carmustine	C0085669	Acute leukaemia
DB00262	Carmustine	C0559546	Adverse reaction
DB00262	Carmustine	C0085631	Agitation
DB00262	Carmustine	C0002170	Alopecia
DB00262	Carmustine	C0002622	Amnesia
DB00262	Carmustine	C0002871	Anaemia
DB00262	Carmustine	C0334579	Anaplastic astrocytoma
DB00262	Carmustine	C0003123	Anorexia
DB00262	Carmustine	C0003467	Anxiety
DB00262	Carmustine	C0003537	Aphasia
DB00262	Carmustine	C0003811	Arrhythmia
DB00262	Carmustine	C0004093	Asthenia
DB00262	Carmustine	C0004134	Ataxia
DB00262	Carmustine	C0242528	Azotaemia
DB00262	Carmustine	C0004604	Back pain
DB00262	Carmustine	C0015967	Body temperature increased
DB00262	Carmustine	C0006105	Brain abscess
DB00262	Carmustine	C0006118	Brain neoplasm
DB00262	Carmustine	C1527311	Brain oedema
DB00262	Carmustine	C0085624	Burning sensation
DB00262	Carmustine	C0006840	Candida infection
DB00262	Carmustine	C0542007	Cerebral haematoma
DB00262	Carmustine	C2937358	Cerebral haemorrhage
DB00262	Carmustine	C0007785	Cerebral infarction
DB00262	Carmustine	C0023182	Cerebrospinal fluid leakage
DB00262	Carmustine	C0008031	Chest pain
DB00262	Carmustine	C0009421	Coma
DB00262	Carmustine	C0009676	Confusional state
DB00262	Carmustine	C0151601	Conjunctival oedema
DB00262	Carmustine	C0009782	Connective tissue disorder
DB00262	Carmustine	C0009806	Constipation
DB00262	Carmustine	C0036572	Convulsion
DB00262	Carmustine	C0520966	Coordination abnormal
DB00262	Carmustine	C0010481	Cushing's syndrome
DB00262	Carmustine	C0010709	Cyst
DB00262	Carmustine	C0232462	Decreased appetite
DB00262	Carmustine	C0549249	Depressed level of consciousness
DB00262	Carmustine	C0011570	Depression
DB00262	Carmustine	C0011603	Dermatitis
DB00262	Carmustine	C0011849	Diabetes mellitus
DB00262	Carmustine	C0011991	Diarrhoea
DB00262	Carmustine	C0012569	Diplopia
DB00262	Carmustine	C0242656	Disease progression
DB00262	Carmustine	C0012833	Dizziness
DB00262	Carmustine	C0687133	Drug interaction
DB00262	Carmustine	C0011168	Dysphagia
DB00262	Carmustine	C0334044	Dysplasia
DB00262	Carmustine	C0013404	Dyspnoea
DB00262	Carmustine	C0006114	Edema cerebral
DB00262	Carmustine	C0013687	Effusion
DB00262	Carmustine	C0085584	Encephalopathy
DB00262	Carmustine	C0041834	Erythema
DB00262	Carmustine	C0015376	Extravasation
DB00262	Carmustine	C0015397	Eye disorder
DB00262	Carmustine	C0151827	Eye pain
DB00262	Carmustine	C0542571	Face oedema
DB00262	Carmustine	C0015469	Facial paralysis
DB00262	Carmustine	C0015732	Faecal incontinence
DB00262	Carmustine	C0746883	Febrile neutropenia
DB00262	Carmustine	C1443060	Feeling abnormal
DB00262	Carmustine	C0016059	Fibrosis
DB00262	Carmustine	C0016382	Flushing
DB00262	Carmustine	C0575081	Gait disturbance
DB00262	Carmustine	C0017178	Gastrointestinal disorder
